"RecordNo";"company";"pos"
2309;"Boczniak";"Aided"
2309;"Pieczarka";"Aided"
2313;"Maœlak";"Not mentioned"
2313;"Go³¹bek";"Aided"
2313;"KoŸlarz";"Aided"
2313;"Nie znam ¿adnych";"Aided"
2313;"Borowik";"Aided"
2313;"Czubajka";"Aided"
2313;"Podgrzybek";"Aided"
2313;"Opieñka";"Aided"
2313;"G¹ska";"Aided"
2313;"Inna_2";"Aided"
2313;"Inna_1";"Aided"
2313;"Inna_8";"Aided"
2313;"Inna_6";"Aided"
2313;"Inna_9";"Aided"
2313;"Inna_4";"Aided"
2313;"Inna_3";"Aided"
2313;"Inna_7";"Aided"
2313;"Inna_5";"Aided"
2313;"Boczniak";"Aided"
2313;"Pieczarka";"Aided"
2316;"Maœlak";"Aided"
2316;"Go³¹bek";"Not mentioned"
2316;"KoŸlarz";"Aided"
2316;"Nie znam ¿adnych";"Aided"
2316;"Borowik";"Not mentioned"
2316;"Czubajka";"Aided"
2316;"Podgrzybek";"Aided"
2316;"Opieñka";"Not mentioned"
2316;"G¹ska";"Aided"
2316;"Inna_2";"Aided"
2316;"Inna_1";"Aided"
2316;"Inna_8";"Aided"
2316;"Inna_6";"Aided"
2316;"Inna_9";"Aided"
2316;"Inna_4";"Aided"
2316;"Inna_3";"Aided"
2316;"Inna_7";"Aided"
2316;"Inna_5";"Aided"
2316;"Boczniak";"Not mentioned"
2316;"Pieczarka";"Not mentioned"
2324;"Maœlak";"Aided"
2324;"Go³¹bek";"Aided"
2324;"KoŸlarz";"Aided"
2324;"Nie znam ¿adnych";"Aided"
2324;"Borowik";"Aided"
2324;"Czubajka";"Aided"
2324;"Podgrzybek";"Aided"
2324;"Opieñka";"Aided"
2324;"G¹ska";"Not mentioned"
2324;"Inna_2";"Aided"
2324;"Inna_1";"Aided"
2324;"Inna_8";"Aided"
2324;"Inna_6";"Aided"
2324;"Inna_9";"Aided"
2324;"Inna_4";"Aided"
2324;"Inna_3";"Aided"
2324;"Inna_7";"Aided"
2324;"Inna_5";"Aided"
2324;"Boczniak";"Not mentioned"
2324;"Pieczarka";"Aided"
2329;"Maœlak";"Aided"
2329;"Go³¹bek";"Aided"
2329;"KoŸlarz";"Aided"
2329;"Nie znam ¿adnych";"Aided"
2329;"Borowik";"Not mentioned"
2329;"Czubajka";"Aided"
2329;"Podgrzybek";"Not mentioned"
2329;"Opieñka";"Not mentioned"
2329;"G¹ska";"Not mentioned"
2329;"Inna_2";"Aided"
2329;"Inna_1";"Aided"
2329;"Inna_8";"Aided"
2329;"Inna_6";"Aided"
2329;"Inna_9";"Aided"
2329;"Inna_4";"Aided"
2329;"Inna_3";"Aided"
2329;"Inna_7";"Aided"
2329;"Inna_5";"Aided"
2329;"Boczniak";"Aided"
2329;"Pieczarka";"Aided"
2355;"Maœlak";"Aided"
2355;"Go³¹bek";"Not mentioned"
2355;"KoŸlarz";"Aided"
2355;"Nie znam ¿adnych";"Aided"
2355;"Borowik";"Aided"
2355;"Czubajka";"Aided"
2355;"Podgrzybek";"Aided"
2355;"Opieñka";"Aided"
2355;"G¹ska";"Aided"
2355;"Inna_2";"Aided"
2355;"Inna_1";"Aided"
2355;"Inna_8";"Aided"
2355;"Inna_6";"Aided"
2355;"Inna_9";"Aided"
2355;"Inna_4";"Aided"
2355;"Inna_3";"Aided"
2355;"Inna_7";"Aided"
2355;"Inna_5";"Aided"
2355;"Boczniak";"Aided"
2355;"Pieczarka";"Aided"
2356;"Maœlak";"Not mentioned"
2356;"Go³¹bek";"Aided"
2356;"KoŸlarz";"Aided"
2356;"Nie znam ¿adnych";"Aided"
2356;"Borowik";"Aided"
2356;"Czubajka";"Aided"
2356;"Podgrzybek";"Aided"
2356;"Opieñka";"Aided"
2356;"G¹ska";"Aided"
2356;"Inna_2";"Aided"
2356;"Inna_1";"Aided"
2356;"Inna_8";"Aided"
2356;"Inna_6";"Aided"
2356;"Inna_9";"Aided"
2356;"Inna_4";"Aided"
2356;"Inna_3";"Aided"
2356;"Inna_7";"Aided"
2356;"Inna_5";"Aided"
2356;"Boczniak";"Not mentioned"
2356;"Pieczarka";"Aided"
2368;"Maœlak";"Aided"
2368;"Go³¹bek";"Aided"
2368;"KoŸlarz";"Aided"
2368;"Nie znam ¿adnych";"Aided"
2368;"Borowik";"Aided"
2368;"Czubajka";"Aided"
2368;"Podgrzybek";"Aided"
2368;"Opieñka";"Not mentioned"
2368;"G¹ska";"Aided"
2368;"Inna_2";"Aided"
2368;"Inna_1";"Aided"
2368;"Inna_8";"Aided"
2368;"Inna_6";"Aided"
2368;"Inna_9";"Aided"
2368;"Inna_4";"Aided"
2368;"Inna_3";"Aided"
2368;"Inna_7";"Aided"
2368;"Inna_5";"Aided"
2368;"Boczniak";"Aided"
2368;"Pieczarka";"Not mentioned"
2373;"Maœlak";"Aided"
2373;"Go³¹bek";"Aided"
2373;"KoŸlarz";"Aided"
2373;"Nie znam ¿adnych";"Aided"
2373;"Borowik";"Aided"
2373;"Czubajka";"Aided"
2373;"Podgrzybek";"Aided"
2373;"Opieñka";"Aided"
2373;"G¹ska";"Aided"
2373;"Inna_2";"Aided"
2373;"Inna_1";"Aided"
2373;"Inna_8";"Aided"
2373;"Inna_6";"Aided"
2373;"Inna_9";"Aided"
2373;"Inna_4";"Aided"
2373;"Inna_3";"Aided"
2373;"Inna_7";"Aided"
2373;"Inna_5";"Aided"
2373;"Boczniak";"Aided"
2373;"Pieczarka";"Not mentioned"
2375;"Maœlak";"Not mentioned"
2375;"Go³¹bek";"Aided"
2375;"KoŸlarz";"Aided"
2375;"Nie znam ¿adnych";"Aided"
2375;"Borowik";"Not mentioned"
2375;"Czubajka";"Not mentioned"
2375;"Podgrzybek";"Not mentioned"
2375;"Opieñka";"Aided"
2375;"G¹ska";"Aided"
2375;"Inna_2";"Aided"
2375;"Inna_1";"Aided"
2375;"Inna_8";"Aided"
2375;"Inna_6";"Aided"
2375;"Inna_9";"Aided"
2375;"Inna_4";"Aided"
2375;"Inna_3";"Aided"
2375;"Inna_7";"Aided"
2375;"Inna_5";"Aided"
2375;"Boczniak";"Aided"
2375;"Pieczarka";"Aided"
2386;"Maœlak";"Aided"
2386;"Go³¹bek";"Aided"
2386;"KoŸlarz";"Aided"
2386;"Nie znam ¿adnych";"Aided"
2386;"Borowik";"Aided"
2386;"Czubajka";"Aided"
2386;"Podgrzybek";"Aided"
2386;"Opieñka";"Aided"
2386;"G¹ska";"Aided"
2386;"Inna_2";"Aided"
2386;"Inna_1";"Aided"
2386;"Inna_8";"Aided"
2386;"Inna_6";"Aided"
2386;"Inna_9";"Aided"
2386;"Inna_4";"Aided"
2386;"Inna_3";"Aided"
2386;"Inna_7";"Aided"
2386;"Inna_5";"Aided"
2386;"Boczniak";"Not mentioned"
2386;"Pieczarka";"Aided"
2391;"Maœlak";"Aided"
2391;"Go³¹bek";"Aided"
2391;"KoŸlarz";"Aided"
2391;"Nie znam ¿adnych";"Aided"
2391;"Borowik";"Aided"
2391;"Czubajka";"Aided"
2391;"Podgrzybek";"Not mentioned"
2391;"Opieñka";"Not mentioned"
2391;"G¹ska";"Not mentioned"
2391;"Inna_2";"Aided"
2391;"Inna_1";"Aided"
2391;"Inna_8";"Aided"
2391;"Inna_6";"Aided"
2391;"Inna_9";"Aided"
2391;"Inna_4";"Aided"
2391;"Inna_3";"Aided"
2391;"Inna_7";"Aided"
2391;"Inna_5";"Aided"
2391;"Boczniak";"Not mentioned"
2391;"Pieczarka";"Aided"
2403;"Maœlak";"Aided"
2403;"Go³¹bek";"Aided"
2403;"KoŸlarz";"Aided"
2403;"Nie znam ¿adnych";"Aided"
2403;"Borowik";"Not mentioned"
2403;"Czubajka";"Not mentioned"
2403;"Podgrzybek";"Aided"
2403;"Opieñka";"Not mentioned"
2403;"G¹ska";"Not mentioned"
2403;"Inna_2";"Aided"
2403;"Inna_1";"Aided"
2403;"Inna_8";"Aided"
2403;"Inna_6";"Aided"
2403;"Inna_9";"Aided"
2403;"Inna_4";"Aided"
2403;"Inna_3";"Aided"
2403;"Inna_7";"Aided"
2403;"Inna_5";"Aided"
2403;"Boczniak";"Aided"
2403;"Pieczarka";"Aided"
2407;"Maœlak";"Aided"
2407;"Go³¹bek";"Aided"
2407;"KoŸlarz";"Aided"
2407;"Nie znam ¿adnych";"Aided"
2407;"Borowik";"Not mentioned"
2407;"Czubajka";"Aided"
2407;"Podgrzybek";"Aided"
2407;"Opieñka";"Not mentioned"
2407;"G¹ska";"Aided"
2407;"Inna_2";"Aided"
2407;"Inna_1";"Aided"
2407;"Inna_8";"Aided"
2407;"Inna_6";"Aided"
2407;"Inna_9";"Aided"
2407;"Inna_4";"Aided"
2407;"Inna_3";"Aided"
2407;"Inna_7";"Aided"
2407;"Inna_5";"Aided"
2407;"Boczniak";"Aided"
2407;"Pieczarka";"Aided"
2418;"Maœlak";"Aided"
2418;"Go³¹bek";"Not mentioned"
2418;"KoŸlarz";"Aided"
2418;"Nie znam ¿adnych";"Aided"
2418;"Borowik";"Not mentioned"
2418;"Czubajka";"Aided"
2418;"Podgrzybek";"Aided"
2418;"Opieñka";"Aided"
2418;"G¹ska";"Aided"
2418;"Inna_2";"Aided"
2418;"Inna_1";"Aided"
2418;"Inna_8";"Aided"
2418;"Inna_6";"Aided"
2418;"Inna_9";"Aided"
2418;"Inna_4";"Aided"
2418;"Inna_3";"Aided"
2418;"Inna_7";"Aided"
2418;"Inna_5";"Aided"
2418;"Boczniak";"Aided"
2418;"Pieczarka";"Aided"
2430;"Maœlak";"Aided"
2430;"Go³¹bek";"Aided"
2430;"KoŸlarz";"Aided"
2430;"Nie znam ¿adnych";"Aided"
2430;"Borowik";"Aided"
2430;"Czubajka";"Aided"
2430;"Podgrzybek";"Aided"
2430;"Opieñka";"Aided"
2430;"G¹ska";"Not mentioned"
2430;"Inna_2";"Aided"
2430;"Inna_1";"Aided"
2430;"Inna_8";"Aided"
2430;"Inna_6";"Aided"
2430;"Inna_9";"Aided"
2430;"Inna_4";"Aided"
2430;"Inna_3";"Aided"
2430;"Inna_7";"Aided"
2430;"Inna_5";"Aided"
2430;"Boczniak";"Aided"
2430;"Pieczarka";"Not mentioned"
2437;"Maœlak";"Aided"
2437;"Go³¹bek";"Not mentioned"
2437;"KoŸlarz";"Aided"
2437;"Nie znam ¿adnych";"Aided"
2437;"Borowik";"Not mentioned"
2437;"Czubajka";"Aided"
2437;"Podgrzybek";"Aided"
2437;"Opieñka";"Aided"
2437;"G¹ska";"Aided"
2437;"Inna_2";"Aided"
2437;"Inna_1";"Aided"
2437;"Inna_8";"Aided"
2437;"Inna_6";"Aided"
2437;"Inna_9";"Aided"
2437;"Inna_4";"Aided"
2437;"Inna_3";"Aided"
2437;"Inna_7";"Aided"
2437;"Inna_5";"Aided"
2437;"Boczniak";"Aided"
2437;"Pieczarka";"Aided"
2441;"Maœlak";"Not mentioned"
2441;"Go³¹bek";"Not mentioned"
2441;"KoŸlarz";"Aided"
2441;"Nie znam ¿adnych";"Aided"
2441;"Borowik";"Aided"
2441;"Czubajka";"Aided"
2441;"Podgrzybek";"Aided"
2441;"Opieñka";"Aided"
2441;"G¹ska";"Not mentioned"
2441;"Inna_2";"Aided"
2441;"Inna_1";"Aided"
2441;"Inna_8";"Aided"
2441;"Inna_6";"Aided"
2441;"Inna_9";"Aided"
2441;"Inna_4";"Aided"
2441;"Inna_3";"Aided"
2441;"Inna_7";"Aided"
2441;"Inna_5";"Aided"
2441;"Boczniak";"Not mentioned"
2441;"Pieczarka";"Aided"
2455;"Maœlak";"Aided"
2455;"Go³¹bek";"Aided"
2455;"KoŸlarz";"Aided"
2455;"Nie znam ¿adnych";"Aided"
2455;"Borowik";"Aided"
2455;"Czubajka";"Not mentioned"
2455;"Podgrzybek";"Aided"
2455;"Opieñka";"Aided"
2455;"G¹ska";"Aided"
2455;"Inna_2";"Aided"
2455;"Inna_1";"Aided"
2455;"Inna_8";"Aided"
2455;"Inna_6";"Aided"
2455;"Inna_9";"Aided"
2455;"Inna_4";"Aided"
2455;"Inna_3";"Aided"
2455;"Inna_7";"Aided"
2455;"Inna_5";"Aided"
2455;"Boczniak";"Aided"
2455;"Pieczarka";"Aided"
2466;"Maœlak";"Aided"
2466;"Go³¹bek";"Not mentioned"
2466;"KoŸlarz";"Aided"
2466;"Nie znam ¿adnych";"Aided"
2466;"Borowik";"Not mentioned"
2466;"Czubajka";"Aided"
2466;"Podgrzybek";"Not mentioned"
2466;"Opieñka";"Aided"
2466;"G¹ska";"Aided"
2466;"Inna_2";"Aided"
2466;"Inna_1";"Aided"
2466;"Inna_8";"Aided"
2466;"Inna_6";"Aided"
2466;"Inna_9";"Aided"
2466;"Inna_4";"Aided"
2466;"Inna_3";"Aided"
2466;"Inna_7";"Aided"
2466;"Inna_5";"Aided"
2466;"Boczniak";"Aided"
2466;"Pieczarka";"Aided"
2470;"Maœlak";"Aided"
2470;"Go³¹bek";"Not mentioned"
2470;"KoŸlarz";"Aided"
2470;"Nie znam ¿adnych";"Aided"
2470;"Borowik";"Aided"
2470;"Czubajka";"Aided"
2470;"Podgrzybek";"Not mentioned"
2470;"Opieñka";"Not mentioned"
2470;"G¹ska";"Aided"
2470;"Inna_2";"Aided"
2470;"Inna_1";"Aided"
2470;"Inna_8";"Aided"
2470;"Inna_6";"Aided"
2470;"Inna_9";"Aided"
2470;"Inna_4";"Aided"
2470;"Inna_3";"Aided"
2470;"Inna_7";"Aided"
2470;"Inna_5";"Aided"
2470;"Boczniak";"Aided"
2470;"Pieczarka";"Aided"
2484;"Maœlak";"Aided"
2484;"Go³¹bek";"Aided"
2484;"KoŸlarz";"Aided"
2484;"Nie znam ¿adnych";"Aided"
2484;"Borowik";"Aided"
2484;"Czubajka";"Aided"
2484;"Podgrzybek";"Not mentioned"
2484;"Opieñka";"Aided"
2484;"G¹ska";"Aided"
2484;"Inna_2";"Aided"
2484;"Inna_1";"Aided"
2484;"Inna_8";"Aided"
2484;"Inna_6";"Aided"
2484;"Inna_9";"Aided"
2484;"Inna_4";"Aided"
2484;"Inna_3";"Aided"
2484;"Inna_7";"Aided"
2484;"Inna_5";"Aided"
2484;"Boczniak";"Aided"
2484;"Pieczarka";"Aided"
2489;"Maœlak";"Not mentioned"
2489;"Go³¹bek";"Not mentioned"
2489;"KoŸlarz";"Aided"
2489;"Nie znam ¿adnych";"Aided"
2489;"Borowik";"Aided"
2489;"Czubajka";"Not mentioned"
2489;"Podgrzybek";"Aided"
2489;"Opieñka";"Not mentioned"
2489;"G¹ska";"Aided"
2489;"Inna_2";"Aided"
2489;"Inna_1";"Aided"
2489;"Inna_8";"Aided"
2489;"Inna_6";"Aided"
2489;"Inna_9";"Aided"
2489;"Inna_4";"Aided"
2489;"Inna_3";"Aided"
2489;"Inna_7";"Aided"
2489;"Inna_5";"Aided"
2489;"Boczniak";"Aided"
2489;"Pieczarka";"Not mentioned"
2509;"Maœlak";"Not mentioned"
2509;"Go³¹bek";"Not mentioned"
2509;"KoŸlarz";"Aided"
2509;"Nie znam ¿adnych";"Aided"
2509;"Borowik";"Not mentioned"
2509;"Czubajka";"Aided"
2509;"Podgrzybek";"Aided"
2509;"Opieñka";"Aided"
2509;"G¹ska";"Aided"
2509;"Inna_2";"Aided"
2509;"Inna_1";"Aided"
2509;"Inna_8";"Aided"
2509;"Inna_6";"Aided"
2509;"Inna_9";"Aided"
2509;"Inna_4";"Aided"
2509;"Inna_3";"Aided"
2509;"Inna_7";"Aided"
2509;"Inna_5";"Aided"
2509;"Boczniak";"Aided"
2509;"Pieczarka";"Not mentioned"
2520;"Maœlak";"Aided"
2520;"Go³¹bek";"Not mentioned"
2520;"KoŸlarz";"Aided"
2520;"Nie znam ¿adnych";"Aided"
2520;"Borowik";"Aided"
2520;"Czubajka";"Not mentioned"
2520;"Podgrzybek";"Aided"
2520;"Opieñka";"Aided"
2520;"G¹ska";"Aided"
2520;"Inna_2";"Aided"
2520;"Inna_1";"Aided"
2520;"Inna_8";"Aided"
2520;"Inna_6";"Aided"
2520;"Inna_9";"Aided"
2520;"Inna_4";"Aided"
2520;"Inna_3";"Aided"
2520;"Inna_7";"Aided"
2520;"Inna_5";"Aided"
2520;"Boczniak";"Aided"
2520;"Pieczarka";"Aided"
2523;"Maœlak";"Aided"
2523;"Go³¹bek";"Aided"
2523;"KoŸlarz";"Aided"
2523;"Nie znam ¿adnych";"Aided"
2523;"Borowik";"Not mentioned"
2523;"Czubajka";"Aided"
2523;"Podgrzybek";"Aided"
2523;"Opieñka";"Aided"
2523;"G¹ska";"Not mentioned"
2523;"Inna_2";"Aided"
2523;"Inna_1";"Aided"
2523;"Inna_8";"Aided"
2523;"Inna_6";"Aided"
2523;"Inna_9";"Aided"
2523;"Inna_4";"Aided"
2523;"Inna_3";"Aided"
2523;"Inna_7";"Aided"
2523;"Inna_5";"Aided"
2523;"Boczniak";"Aided"
2523;"Pieczarka";"Aided"
2527;"Maœlak";"Not mentioned"
2527;"Go³¹bek";"Not mentioned"
2527;"KoŸlarz";"Not mentioned"
2527;"Nie znam ¿adnych";"Aided"
2527;"Borowik";"Aided"
2527;"Czubajka";"Aided"
2527;"Podgrzybek";"Not mentioned"
2527;"Opieñka";"Not mentioned"
2527;"G¹ska";"Aided"
2527;"Inna_2";"Aided"
2527;"Inna_1";"Aided"
2527;"Inna_8";"Aided"
2527;"Inna_6";"Aided"
2527;"Inna_9";"Aided"
2527;"Inna_4";"Aided"
2527;"Inna_3";"Aided"
2527;"Inna_7";"Aided"
2527;"Inna_5";"Aided"
2527;"Boczniak";"Not mentioned"
2527;"Pieczarka";"Aided"
2545;"Maœlak";"Aided"
2545;"Go³¹bek";"Aided"
2545;"KoŸlarz";"Aided"
2545;"Nie znam ¿adnych";"Aided"
2545;"Borowik";"Aided"
2545;"Czubajka";"Not mentioned"
2545;"Podgrzybek";"Not mentioned"
2545;"Opieñka";"Aided"
2545;"G¹ska";"Aided"
2545;"Inna_2";"Aided"
2545;"Inna_1";"Aided"
2545;"Inna_8";"Aided"
2545;"Inna_6";"Aided"
2545;"Inna_9";"Aided"
2545;"Inna_4";"Aided"
2545;"Inna_3";"Aided"
2545;"Inna_7";"Aided"
2545;"Inna_5";"Aided"
2545;"Boczniak";"Aided"
2545;"Pieczarka";"Not mentioned"
2549;"Maœlak";"Aided"
2549;"Go³¹bek";"Aided"
2549;"KoŸlarz";"Aided"
2549;"Nie znam ¿adnych";"Aided"
2549;"Borowik";"Not mentioned"
2549;"Czubajka";"Aided"
2549;"Podgrzybek";"Aided"
2549;"Opieñka";"Not mentioned"
2549;"G¹ska";"Aided"
2549;"Inna_2";"Aided"
2549;"Inna_1";"Aided"
2549;"Inna_8";"Aided"
2549;"Inna_6";"Aided"
2549;"Inna_9";"Aided"
2549;"Inna_4";"Aided"
2549;"Inna_3";"Aided"
2549;"Inna_7";"Aided"
2549;"Inna_5";"Aided"
2549;"Boczniak";"Aided"
2549;"Pieczarka";"Not mentioned"
2563;"Maœlak";"Not mentioned"
2563;"Go³¹bek";"Aided"
2563;"KoŸlarz";"Not mentioned"
2563;"Nie znam ¿adnych";"Aided"
2563;"Borowik";"Aided"
2563;"Czubajka";"Aided"
2563;"Podgrzybek";"Aided"
2563;"Opieñka";"Aided"
2563;"G¹ska";"Aided"
2563;"Inna_2";"Aided"
2563;"Inna_1";"Aided"
2563;"Inna_8";"Aided"
2563;"Inna_6";"Aided"
2563;"Inna_9";"Aided"
2563;"Inna_4";"Aided"
2563;"Inna_3";"Aided"
2563;"Inna_7";"Aided"
2563;"Inna_5";"Aided"
2563;"Boczniak";"Aided"
2563;"Pieczarka";"Aided"
2567;"Maœlak";"Aided"
2567;"Go³¹bek";"Not mentioned"
2567;"KoŸlarz";"Not mentioned"
2567;"Nie znam ¿adnych";"Aided"
2567;"Borowik";"Not mentioned"
2567;"Czubajka";"Aided"
2567;"Podgrzybek";"Aided"
2567;"Opieñka";"Aided"
2567;"G¹ska";"Not mentioned"
2567;"Inna_2";"Aided"
2567;"Inna_1";"Aided"
2567;"Inna_8";"Aided"
2567;"Inna_6";"Aided"
2567;"Inna_9";"Aided"
2567;"Inna_4";"Aided"
2567;"Inna_3";"Aided"
2567;"Inna_7";"Aided"
2567;"Inna_5";"Aided"
2567;"Boczniak";"Aided"
2567;"Pieczarka";"Aided"
2579;"Maœlak";"Aided"
2579;"Go³¹bek";"Not mentioned"
2579;"KoŸlarz";"Aided"
2579;"Nie znam ¿adnych";"Aided"
2579;"Borowik";"Aided"
2579;"Czubajka";"Aided"
2579;"Podgrzybek";"Aided"
2579;"Opieñka";"Not mentioned"
2579;"G¹ska";"Not mentioned"
2579;"Inna_2";"Aided"
2579;"Inna_1";"Aided"
2579;"Inna_8";"Aided"
2579;"Inna_6";"Aided"
2579;"Inna_9";"Aided"
2579;"Inna_4";"Aided"
2579;"Inna_3";"Aided"
2579;"Inna_7";"Aided"
2579;"Inna_5";"Aided"
2579;"Boczniak";"Aided"
2579;"Pieczarka";"Aided"
2583;"Maœlak";"Not mentioned"
2583;"Go³¹bek";"Aided"
2583;"KoŸlarz";"Aided"
2583;"Nie znam ¿adnych";"Aided"
2583;"Borowik";"Aided"
2583;"Czubajka";"Aided"
2583;"Podgrzybek";"Aided"
2583;"Opieñka";"Not mentioned"
2583;"G¹ska";"Not mentioned"
2583;"Inna_2";"Aided"
2583;"Inna_1";"Aided"
2583;"Inna_8";"Aided"
2583;"Inna_6";"Aided"
2583;"Inna_9";"Aided"
2583;"Inna_4";"Aided"
2583;"Inna_3";"Aided"
2583;"Inna_7";"Aided"
2583;"Inna_5";"Aided"
2583;"Boczniak";"Not mentioned"
2583;"Pieczarka";"Aided"
2590;"Maœlak";"Aided"
2590;"Go³¹bek";"Aided"
2590;"KoŸlarz";"Aided"
2590;"Nie znam ¿adnych";"Aided"
2590;"Borowik";"Not mentioned"
2590;"Czubajka";"Not mentioned"
2590;"Podgrzybek";"Aided"
2590;"Opieñka";"Not mentioned"
2590;"G¹ska";"Aided"
2590;"Inna_2";"Aided"
2590;"Inna_1";"Aided"
2590;"Inna_8";"Aided"
2590;"Inna_6";"Aided"
2590;"Inna_9";"Aided"
2590;"Inna_4";"Aided"
2590;"Inna_3";"Aided"
2590;"Inna_7";"Aided"
2590;"Inna_5";"Aided"
2590;"Boczniak";"Aided"
2590;"Pieczarka";"Not mentioned"
2594;"Maœlak";"Not mentioned"
2594;"Go³¹bek";"Aided"
2594;"KoŸlarz";"Aided"
2594;"Nie znam ¿adnych";"Aided"
2594;"Borowik";"Aided"
2594;"Czubajka";"Aided"
2594;"Podgrzybek";"Aided"
2594;"Opieñka";"Aided"
2594;"G¹ska";"Aided"
2594;"Inna_2";"Aided"
2594;"Inna_1";"Aided"
2594;"Inna_8";"Aided"
2594;"Inna_6";"Aided"
2594;"Inna_9";"Aided"
2594;"Inna_4";"Aided"
2594;"Inna_3";"Aided"
2594;"Inna_7";"Aided"
2594;"Inna_5";"Aided"
2594;"Boczniak";"Aided"
2594;"Pieczarka";"Aided"
2598;"Maœlak";"Aided"
2598;"Go³¹bek";"Aided"
2598;"KoŸlarz";"Aided"
2598;"Nie znam ¿adnych";"Aided"
2598;"Borowik";"Aided"
2598;"Czubajka";"Aided"
2598;"Podgrzybek";"Not mentioned"
2598;"Opieñka";"Aided"
2598;"G¹ska";"Aided"
2598;"Inna_2";"Aided"
2598;"Inna_1";"Aided"
2598;"Inna_8";"Aided"
2598;"Inna_6";"Aided"
2598;"Inna_9";"Aided"
2598;"Inna_4";"Aided"
2598;"Inna_3";"Aided"
2598;"Inna_7";"Aided"
2598;"Inna_5";"Aided"
2598;"Boczniak";"Aided"
2598;"Pieczarka";"Aided"
2609;"Maœlak";"Not mentioned"
2609;"Go³¹bek";"Aided"
2609;"KoŸlarz";"Aided"
2609;"Nie znam ¿adnych";"Aided"
2609;"Borowik";"Aided"
2609;"Czubajka";"Aided"
2609;"Podgrzybek";"Not mentioned"
2609;"Opieñka";"Aided"
2609;"G¹ska";"Aided"
2609;"Inna_2";"Aided"
2609;"Inna_1";"Aided"
2609;"Inna_8";"Aided"
2609;"Inna_6";"Aided"
2609;"Inna_9";"Aided"
2609;"Inna_4";"Aided"
2609;"Inna_3";"Aided"
2609;"Inna_7";"Aided"
2609;"Inna_5";"Aided"
2609;"Boczniak";"Not mentioned"
2609;"Pieczarka";"Aided"
2613;"Maœlak";"Aided"
2613;"Go³¹bek";"Aided"
2613;"KoŸlarz";"Aided"
2613;"Nie znam ¿adnych";"Aided"
2613;"Borowik";"Aided"
2613;"Czubajka";"Not mentioned"
2613;"Podgrzybek";"Aided"
2613;"Opieñka";"Aided"
2613;"G¹ska";"Aided"
2613;"Inna_2";"Aided"
2613;"Inna_1";"Aided"
2613;"Inna_8";"Aided"
2613;"Inna_6";"Aided"
2613;"Inna_9";"Aided"
2613;"Inna_4";"Aided"
2613;"Inna_3";"Aided"
2613;"Inna_7";"Aided"
2613;"Inna_5";"Aided"
2613;"Boczniak";"Aided"
2613;"Pieczarka";"Not mentioned"
2615;"Maœlak";"Aided"
2615;"Go³¹bek";"Aided"
2615;"KoŸlarz";"Aided"
2615;"Nie znam ¿adnych";"Aided"
2615;"Borowik";"Aided"
2615;"Czubajka";"Not mentioned"
2615;"Podgrzybek";"Aided"
2615;"Opieñka";"Aided"
2615;"G¹ska";"Aided"
2615;"Inna_2";"Aided"
2615;"Inna_1";"Aided"
2615;"Inna_8";"Aided"
2615;"Inna_6";"Aided"
2615;"Inna_9";"Aided"
2615;"Inna_4";"Aided"
2615;"Inna_3";"Aided"
2615;"Inna_7";"Aided"
2615;"Inna_5";"Aided"
2615;"Boczniak";"Not mentioned"
2615;"Pieczarka";"Not mentioned"
2619;"Maœlak";"Aided"
2619;"Go³¹bek";"Aided"
2619;"KoŸlarz";"Not mentioned"
2619;"Nie znam ¿adnych";"Aided"
2619;"Borowik";"Aided"
2619;"Czubajka";"Aided"
2619;"Podgrzybek";"Not mentioned"
2619;"Opieñka";"Aided"
2619;"G¹ska";"Aided"
2619;"Inna_2";"Aided"
2619;"Inna_1";"Aided"
2619;"Inna_8";"Aided"
2619;"Inna_6";"Aided"
2619;"Inna_9";"Aided"
2619;"Inna_4";"Aided"
2619;"Inna_3";"Aided"
2619;"Inna_7";"Aided"
2619;"Inna_5";"Aided"
2619;"Boczniak";"Aided"
2619;"Pieczarka";"Aided"
2620;"Maœlak";"Aided"
2620;"Go³¹bek";"Aided"
2620;"KoŸlarz";"Not mentioned"
2620;"Nie znam ¿adnych";"Aided"
2620;"Borowik";"Aided"
2620;"Czubajka";"Not mentioned"
2620;"Podgrzybek";"Aided"
2620;"Opieñka";"Aided"
2620;"G¹ska";"Aided"
2620;"Inna_2";"Aided"
2620;"Inna_1";"Aided"
2620;"Inna_8";"Aided"
2620;"Inna_6";"Aided"
2620;"Inna_9";"Aided"
2620;"Inna_4";"Aided"
2620;"Inna_3";"Aided"
2620;"Inna_7";"Aided"
2620;"Inna_5";"Aided"
2620;"Boczniak";"Not mentioned"
2620;"Pieczarka";"Not mentioned"
2623;"Maœlak";"Not mentioned"
2623;"Go³¹bek";"Aided"
2623;"KoŸlarz";"Not mentioned"
2623;"Nie znam ¿adnych";"Aided"
2623;"Borowik";"Not mentioned"
2623;"Czubajka";"Aided"
2623;"Podgrzybek";"Aided"
2623;"Opieñka";"Not mentioned"
2623;"G¹ska";"Not mentioned"
2623;"Inna_2";"Aided"
2623;"Inna_1";"Aided"
2623;"Inna_8";"Aided"
2623;"Inna_6";"Aided"
2623;"Inna_9";"Aided"
2623;"Inna_4";"Aided"
2623;"Inna_3";"Aided"
2623;"Inna_7";"Aided"
2623;"Inna_5";"Aided"
2623;"Boczniak";"Aided"
